time-tag,ssn,ne_500,Te_500,ne_1000,Te_1000,ne_1500,Te1500,ne_2000,Te_2000,TEC
1975-10,13.6,0.24012E+12,2397.0,0.28926E+11,2790.3,0.11526E+11,3684.5,0.67204E+10,3947.0,34.5
1975-11,27.9,0.25338E+12,2586.4,0.30766E+11,3131.6,0.12317E+11,3599.6,0.71988E+10,3896.5,36.1
1975-12,11.6,0.23756E+12,2757.0,0.28320E+11,3340.5,0.11278E+11,3562.9,0.65772E+10,3878.1,32.4
1976-01,11.9,0.18881E+12,2844.8,0.21737E+11,3371.0,0.85466E+10,3584.5,0.49562E+10,3876.5,25.2
1976-02,6.4,0.18522E+12,2839.2,0.22646E+11,3240.3,0.89906E+10,3651.8,0.52251E+10,3930.9,25.7
1976-03,31.5,0.19570E+12,2714.5,0.24267E+11,2974.5,0.96696E+10,3720.2,0.56275E+10,4011.9,28.0
1976-04,27.3,0.22929E+12,2332.2,0.28052E+11,2772.8,0.11141E+11,3662.9,0.64758E+10,3948.6,32.9
1976-05,18.2,0.23563E+12,2015.8,0.28203E+11,2870.3,0.11099E+11,3522.9,0.64237E+10,3811.0,33.1
1976-06,17.9,0.20847E+12,1890.0,0.24584E+11,2950.3,0.95760E+10,3441.2,0.55119E+10,3744.6,28.4
1976-07,2.9,0.17976E+12,1889.8,0.21079E+11,2965.0,0.81687E+10,3436.2,0.46884E+10,3748.6,24.0
1976-08,24.1,0.19169E+12,2014.4,0.22553E+11,2907.6,0.87635E+10,3503.7,0.50372E+10,3810.2,25.8
1976-09,20.0,0.21839E+12,2221.4,0.25943E+11,2785.7,0.10203E+11,3623.3,0.59061E+10,3904.0,30.4
1976-10,29.7,0.24163E+12,2404.2,0.29125E+11,2802.5,0.11618E+11,3681.5,0.67782E+10,3945.2,34.9
1976-11,7.9,0.26606E+12,2593.7,0.32334E+11,3141.2,0.12967E+11,3597.0,0.75868E+10,3894.7,38.2
1976-12,22.3,0.21628E+12,2761.9,0.25800E+11,3344.5,0.10289E+11,3562.1,0.60059E+10,3876.9,29.7
1977-01,23.8,0.19135E+12,2846.8,0.22028E+11,3371.2,0.86621E+10,3584.5,0.50235E+10,3875.5,25.5
1977-02,33.3,0.18418E+12,2839.4,0.22441E+11,3248.5,0.88879E+10,3660.8,0.51588E+10,3943.1,25.2
1977-03,13.0,0.19487E+12,2719.5,0.23915E+11,2984.9,0.94774E+10,3717.0,0.55004E+10,4008.8,27.1
1977-04,19.0,0.24171E+12,2344.1,0.29056E+11,2769.1,0.11445E+11,3668.0,0.66255E+10,3952.9,33.4
1977-05,27.0,0.25260E+12,2022.6,0.29566E+11,2866.9,0.11513E+11,3526.3,0.66285E+10,3812.9,33.9
1977-06,54.9,0.22725E+12,1892.6,0.26152E+11,2976.0,0.10058E+11,3470.8,0.57522E+10,3744.2,29.2
1977-07,30.6,0.20841E+12,1887.9,0.23869E+11,3024.3,0.91265E+10,3497.0,0.52020E+10,3741.5,26.2
1977-08,43.0,0.21110E+12,2010.5,0.24332E+11,2928.6,0.93221E+10,3515.6,0.53178E+10,3809.1,26.6
1977-09,62.4,0.24399E+12,2218.4,0.28479E+11,2838.2,0.11026E+11,3646.5,0.63263E+10,3922.2,31.4
1977-10,62.1,0.27576E+12,2402.4,0.32760E+11,2909.0,0.12831E+11,3741.5,0.74079E+10,4031.1,36.2
1977-11,41.6,0.27602E+12,2575.4,0.33181E+11,3221.0,0.13029E+11,3680.9,0.75279E+10,4007.6,35.6
1977-12,61.4,0.25628E+12,2742.1,0.30232E+11,3395.1,0.11775E+11,3650.1,0.67771E+10,3992.0,31.9
1978-01,73.7,0.22869E+12,2788.9,0.26226E+11,3517.7,0.10056E+11,3822.4,0.57419E+10,4191.7,27.2
1978-02,132.6,0.23654E+12,2805.8,0.27753E+11,3538.4,0.10620E+11,3946.6,0.60455E+10,5300.2,27.6
1978-03,108.4,0.27210E+12,2721.3,0.31126E+11,3456.7,0.11828E+11,3970.0,0.67158E+10,4377.2,31.2
1978-04,141.2,0.33120E+12,2354.8,0.36128E+11,3318.8,0.13530E+11,3890.1,0.76373E+10,4188.5,36.6
1978-05,117.1,0.33942E+12,2043.1,0.35639E+11,3363.9,0.13104E+11,3883.2,0.73309E+10,3969.3,35.6
1978-06,134.6,0.32706E+12,1856.0,0.34030E+11,3288.5,0.12323E+11,3768.8,0.68320E+10,3727.9,32.7
1978-07,99.7,0.27273E+12,1840.1,0.28650E+11,3256.9,0.10333E+11,3727.1,0.57097E+10,3691.3,27.0
1978-08,82.4,0.29660E+12,1971.1,0.32154E+11,3163.6,0.11667E+11,3682.8,0.64560E+10,3804.5,29.5
1978-09,195.7,0.32794E+12,2223.5,0.36980E+11,3337.7,0.13640E+11,3884.7,0.76047E+10,4112.4,33.7
1978-10,177.1,0.36932E+12,2411.1,0.43256E+11,3389.5,0.16248E+11,3939.8,0.91396E+10,4323.7,39.3
1978-11,138.5,0.39032E+12,2563.6,0.46902E+11,3532.5,0.17755E+11,3967.5,0.10018E+11,4407.1,42.1
1978-12,173.9,0.32921E+12,2737.5,0.38902E+11,3623.3,0.14634E+11,4011.8,0.82335E+10,5391.4,35.7
1979-01,235.9,0.30573E+12,2918.0,0.35664E+11,3666.3,0.13210E+11,4085.6,0.73644E+10,5315.0,31.1
1979-02,194.7,0.29976E+12,2944.8,0.34221E+11,3632.6,0.12491E+11,4156.9,0.69088E+10,5318.2,28.3
1979-03,195.3,0.37834E+12,2828.9,0.40194E+11,3548.6,0.14424E+11,4175.3,0.79378E+10,5406.8,33.8
1979-04,143.7,0.48278E+12,2514.1,0.47660E+11,3408.8,0.16766E+11,4154.2,0.91642E+10,4477.0,40.9
1979-05,190.3,0.52932E+12,2116.1,0.50389E+11,3402.8,0.17378E+11,3956.6,0.94078E+10,4085.5,42.7
1979-06,211.7,0.46358E+12,1987.1,0.44738E+11,3402.1,0.15228E+11,3893.8,0.81688E+10,3930.8,36.5
1979-07,225.7,0.40148E+12,1951.3,0.40056E+11,3392.7,0.13708E+11,3869.4,0.73575E+10,3860.1,32.4
1979-08,201.4,0.37977E+12,2019.4,0.40186E+11,3359.2,0.14001E+11,3855.2,0.75626E+10,3896.5,32.1
1979-09,266.9,0.41718E+12,2322.3,0.46890E+11,3416.3,0.16747E+11,4038.3,0.91442E+10,4291.6,37.1
1979-10,263.6,0.45603E+12,2634.2,0.53879E+11,3372.5,0.19691E+11,4284.1,0.10868E+11,5623.6,42.5
1979-11,259.5,0.43740E+12,2772.2,0.53524E+11,3532.4,0.19742E+11,4177.0,0.10930E+11,5549.6,41.9
1979-12,249.6,0.40910E+12,2819.1,0.49285E+11,3637.9,0.18072E+11,4060.1,0.99796E+10,5391.6,40.1
1980-01,226.1,0.34893E+12,2937.8,0.41948E+11,3668.0,0.15194E+11,4091.8,0.83223E+10,5316.6,32.3
1980-02,219.4,0.34578E+12,2990.8,0.39501E+11,3634.0,0.14068E+11,4191.8,0.76556E+10,5334.0,29.5
1980-03,178.7,0.41983E+12,2823.2,0.43652E+11,3545.0,0.15304E+11,4174.8,0.83118E+10,5411.6,34.1
1980-04,232.2,0.54079E+12,2472.6,0.52031E+11,3423.7,0.17951E+11,4112.6,0.97124E+10,4425.4,42.4
1980-05,254.7,0.55719E+12,2283.7,0.52172E+11,3421.0,0.17763E+11,4068.6,0.95533E+10,4342.6,42.9
1980-06,222.7,0.48033E+12,2060.1,0.46146E+11,3425.8,0.15633E+11,3923.7,0.83648E+10,4044.7,37.2
1980-07,192.9,0.40263E+12,1951.5,0.40181E+11,3392.2,0.13756E+11,3868.9,0.73851E+10,3857.4,32.5
1980-08,191.7,0.37539E+12,2024.9,0.39749E+11,3358.6,0.13890E+11,3855.6,0.75158E+10,3900.2,32.1
1980-09,219.6,0.40907E+12,2397.3,0.45940E+11,3396.4,0.16467E+11,4116.6,0.90130E+10,4400.6,37.0
1980-10,233.3,0.43997E+12,2517.7,0.51848E+11,3437.3,0.19024E+11,4128.0,0.10530E+11,5525.5,41.8
1980-11,209.5,0.46930E+12,2771.2,0.57069E+11,3538.0,0.21181E+11,4167.6,0.11782E+11,5554.0,46.1
1980-12,246.9,0.40039E+12,2915.8,0.47763E+11,3651.2,0.17687E+11,4118.4,0.98400E+10,5481.7,40.8
1981-01,156.6,0.32520E+12,2933.1,0.38391E+11,3667.7,0.14071E+11,4090.4,0.77820E+10,5329.8,31.6
1981-02,189.9,0.34312E+12,2986.1,0.39123E+11,3633.6,0.14151E+11,4187.6,0.77812E+10,5340.7,31.1
1981-03,196.6,0.38554E+12,2956.5,0.40646E+11,3512.8,0.14487E+11,4329.4,0.79428E+10,5487.6,33.6
1981-04,225.3,0.49637E+12,2610.7,0.48678E+11,3385.6,0.17065E+11,4263.7,0.93118E+10,5634.9,41.5
1981-05,194.7,0.52194E+12,2189.9,0.49692E+11,3408.6,0.17167E+11,4008.6,0.93036E+10,4197.4,42.4
1981-06,131.6,0.45089E+12,1898.1,0.43807E+11,3346.8,0.15036E+11,3829.1,0.81027E+10,3787.1,36.6
1981-07,205.3,0.38150E+12,1944.1,0.38371E+11,3388.8,0.13285E+11,3864.4,0.71781E+10,3844.1,32.1
1981-08,242.5,0.36282E+12,2187.1,0.38522E+11,3429.5,0.13571E+11,3987.2,0.73801E+10,4163.7,32.0
1981-09,245.3,0.40160E+12,2561.7,0.45051E+11,3381.0,0.16238E+11,4287.4,0.89210E+10,5645.5,37.2
1981-10,216.2,0.43648E+12,2655.7,0.51288E+11,3364.3,0.18908E+11,4312.0,0.10502E+11,5585.9,42.4
1981-11,186.0,0.41224E+12,2785.6,0.49911E+11,3532.8,0.18615E+11,4189.7,0.10392E+11,5526.5,41.5
1981-12,195.4,0.36912E+12,2909.6,0.43885E+11,3648.2,0.16314E+11,4115.7,0.91023E+10,5449.9,38.2
1982-01,149.8,0.33442E+12,2919.6,0.39365E+11,3666.6,0.14462E+11,4085.7,0.80128E+10,5304.1,32.9
1982-02,230.9,0.35188E+12,3114.8,0.40133E+11,3649.3,0.14581E+11,4323.6,0.80409E+10,5403.3,32.5
1982-03,221.1,0.36824E+12,2969.1,0.39172E+11,3511.4,0.14098E+11,4344.8,0.77717E+10,5474.8,33.4
1982-04,170.3,0.46332E+12,2452.5,0.46425E+11,3433.8,0.16543E+11,4072.2,0.91051E+10,4385.7,41.4
1982-05,119.3,0.47544E+12,2029.2,0.46572E+11,3345.9,0.16439E+11,3860.5,0.90098E+10,3937.3,42.0
1982-06,163.7,0.38118E+12,1854.9,0.37977E+11,3282.9,0.13340E+11,3762.0,0.72790E+10,3717.2,33.8
1982-07,139.4,0.31389E+12,1839.5,0.32211E+11,3246.9,0.11396E+11,3715.8,0.62318E+10,3681.5,28.8
1982-08,161.9,0.33000E+12,1986.6,0.35495E+11,3296.8,0.12781E+11,3790.8,0.70416E+10,3832.7,31.8
1982-09,167.4,0.34968E+12,2290.8,0.39408E+11,3412.9,0.14564E+11,3997.0,0.81300E+10,4236.8,36.2
1982-10,134.3,0.36217E+12,2509.0,0.42388E+11,3437.6,0.16052E+11,4121.3,0.90778E+10,5538.5,40.0
1982-11,127.5,0.39085E+12,2593.0,0.46808E+11,3552.2,0.17910E+11,4012.2,0.10180E+11,4460.5,44.3
1982-12,169.0,0.32153E+12,2760.1,0.37835E+11,3631.6,0.14413E+11,4029.5,0.81795E+10,5392.6,36.6
1983-01,115.5,0.27207E+12,2802.1,0.31376E+11,3615.4,0.11809E+11,3979.5,0.66594E+10,5299.1,29.7
1983-02,73.1,0.25951E+12,2823.7,0.29958E+11,3588.3,0.11234E+11,4011.5,0.63191E+10,5301.7,27.6
1983-03,88.7,0.29711E+12,2719.4,0.33075E+11,3428.3,0.12355E+11,3948.1,0.69520E+10,4347.3,31.6
1983-04,109.6,0.36445E+12,2346.4,0.39022E+11,3083.3,0.14496E+11,3786.3,0.81510E+10,4074.2,38.8
1983-05,132.5,0.37865E+12,1996.0,0.39750E+11,3255.7,0.14652E+11,3776.8,0.82101E+10,3866.4,40.0
1983-06,131.5,0.31487E+12,1842.2,0.33360E+11,3231.9,0.12248E+11,3711.0,0.68415E+10,3694.5,33.3
1983-07,108.9,0.27006E+12,1836.3,0.29229E+11,3209.3,0.10793E+11,3677.7,0.60412E+10,3675.9,29.3
1983-08,96.0,0.26108E+12,1979.7,0.29058E+11,3268.2,0.10848E+11,3765.3,0.61017E+10,3816.7,29.3
1983-09,69.9,0.29567E+12,2205.7,0.33829E+11,3111.2,0.12837E+11,3756.4,0.72818E+10,3998.1,34.5
1983-10,72.5,0.32240E+12,2396.8,0.37928E+11,3134.2,0.14641E+11,3810.5,0.83804E+10,4138.7,39.2
1983-11,45.7,0.31201E+12,2572.3,0.37372E+11,3261.0,0.14539E+11,3706.8,0.83531E+10,4043.2,38.4
1983-12,45.6,0.30048E+12,2755.2,0.35364E+11,3386.9,0.13707E+11,3634.1,0.78662E+10,3968.8,36.7
1984-01,74.8,0.26112E+12,2832.0,0.29939E+11,3428.1,0.11478E+11,3676.9,0.65532E+10,3995.8,30.9
1984-02,110.2,0.24540E+12,2810.5,0.28887E+11,3551.2,0.11108E+11,3961.0,0.63415E+10,5302.0,29.2
1984-03,116.7,0.25313E+12,2719.6,0.29431E+11,3451.0,0.11323E+11,3969.1,0.64725E+10,4375.4,30.7
1984-04,90.4,0.30761E+12,2339.5,0.34854E+11,3280.0,0.13363E+11,3864.8,0.76358E+10,4150.6,37.6
1984-05,96.9,0.31333E+12,1993.1,0.34799E+11,3274.6,0.13235E+11,3790.3,0.75349E+10,3866.9,37.9
1984-06,65.1,0.27372E+12,1844.8,0.30270E+11,3139.1,0.11413E+11,3620.1,0.64636E+10,3692.6,32.3
1984-07,55.7,0.24307E+12,1879.4,0.27109E+11,3055.1,0.10218E+11,3527.7,0.57817E+10,3728.0,28.7
1984-08,35.0,0.24528E+12,2025.2,0.27936E+11,2936.4,0.10632E+11,3526.2,0.60450E+10,3804.4,29.9
1984-09,22.6,0.26030E+12,2236.8,0.30359E+11,2833.7,0.11777E+11,3650.1,0.67661E+10,3923.0,33.8
1984-10,12.6,0.27969E+12,2418.5,0.33380E+11,2806.3,0.13201E+11,3683.1,0.76653E+10,3947.2,38.5
1984-11,26.5,0.26800E+12,2606.6,0.32401E+11,3144.0,0.12925E+11,3595.5,0.75399E+10,3889.9,37.4
1984-12,21.4,0.26248E+12,2772.2,0.31193E+11,3345.9,0.12403E+11,3557.9,0.72284E+10,3868.1,35.5
1985-01,17.8,0.22388E+12,2854.0,0.25739E+11,3371.1,0.10111E+11,3578.6,0.58605E+10,3867.0,29.6
1985-02,20.7,0.19767E+12,2845.8,0.24024E+11,3240.0,0.95118E+10,3646.6,0.55207E+10,3925.3,27.0
1985-03,16.9,0.22655E+12,2728.2,0.27787E+11,2986.6,0.11033E+11,3715.2,0.64109E+10,4008.2,31.8
1985-04,20.4,0.25756E+12,2356.6,0.31088E+11,2772.4,0.12309E+11,3669.5,0.71478E+10,3953.3,36.4
1985-05,32.4,0.26000E+12,2034.5,0.30693E+11,2869.5,0.12042E+11,3526.8,0.69625E+10,3804.7,36.1
1985-06,28.3,0.23313E+12,1903.0,0.27156E+11,2950.8,0.10539E+11,3442.8,0.60572E+10,3731.0,31.2
1985-07,39.9,0.21130E+12,1898.5,0.24555E+11,2967.6,0.94900E+10,3435.0,0.54407E+10,3732.1,27.9
1985-08,10.1,0.20972E+12,2020.5,0.24548E+11,2913.0,0.95292E+10,3500.7,0.54759E+10,3796.5,28.0
1985-09,4.3,0.24070E+12,2228.3,0.28502E+11,2793.9,0.11214E+11,3620.4,0.64936E+10,3898.2,33.5
1985-10,22.0,0.26533E+12,2414.1,0.31908E+11,2794.8,0.12737E+11,3686.5,0.74355E+10,3949.7,38.3
1985-11,17.9,0.25922E+12,2602.9,0.31451E+11,3135.1,0.12623E+11,3597.6,0.73894E+10,3890.8,37.3
1985-12,15.8,0.26683E+12,2771.1,0.31792E+11,3342.4,0.12697E+11,3558.2,0.74189E+10,3867.9,36.8
1986-01,2.8,0.21850E+12,2854.4,0.25155E+11,3371.0,0.99211E+10,3577.6,0.57640E+10,3865.9,29.5
1986-02,27.9,0.18142E+12,2846.4,0.22192E+11,3246.7,0.88318E+10,3653.8,0.51404E+10,3934.9,25.4
1986-03,13.8,0.21494E+12,2730.8,0.26620E+11,2998.8,0.10627E+11,3723.1,0.61921E+10,4019.3,30.9
1986-04,22.4,0.25058E+12,2359.4,0.30553E+11,2773.2,0.12158E+11,3670.0,0.70776E+10,3953.9,36.3
1986-05,16.1,0.25781E+12,2036.3,0.30707E+11,2869.9,0.12101E+11,3526.9,0.70124E+10,3803.9,36.5
1986-06,0.6,0.22978E+12,1904.1,0.26973E+11,2951.0,0.10512E+11,3442.3,0.60546E+10,3728.9,31.3
1986-07,18.1,0.20802E+12,1899.5,0.24323E+11,2967.8,0.94346E+10,3434.4,0.54193E+10,3729.8,27.9
1986-08,9.9,0.20878E+12,2021.6,0.24547E+11,2913.2,0.95594E+10,3500.3,0.55028E+10,3794.8,28.3
1986-09,5.1,0.24180E+12,2230.1,0.28740E+11,2794.4,0.11346E+11,3620.6,0.65831E+10,3898.0,34.2
1986-10,40.1,0.26227E+12,2416.0,0.31620E+11,2795.3,0.12663E+11,3686.7,0.74060E+10,3950.0,38.5
1986-11,15.4,0.25854E+12,2602.7,0.31402E+11,3152.2,0.12629E+11,3614.5,0.74023E+10,3913.4,37.6
1986-12,5.8,0.24878E+12,2771.6,0.29639E+11,3342.5,0.11844E+11,3557.5,0.69226E+10,3866.7,34.4
1987-01,9.8,0.21143E+12,2854.8,0.24322E+11,3371.0,0.95805E+10,3576.7,0.55623E+10,3864.9,28.4
1987-02,3.4,0.18942E+12,2847.4,0.23041E+11,3240.0,0.91352E+10,3645.6,0.53063E+10,3924.1,26.1
1987-03,17.4,0.22045E+12,2732.3,0.26949E+11,2987.9,0.10688E+11,3715.6,0.62077E+10,4008.7,30.8
1987-04,46.0,0.27108E+12,2362.3,0.32376E+11,2774.1,0.12767E+11,3670.5,0.73997E+10,3954.5,37.6
1987-05,39.1,0.28192E+12,2038.1,0.32757E+11,2875.3,0.12767E+11,3531.0,0.73585E+10,3804.5,38.0
1987-06,18.8,0.25175E+12,1905.2,0.28792E+11,2951.2,0.11076E+11,3442.2,0.63380E+10,3727.3,32.4
1987-07,38.2,0.23103E+12,1900.4,0.26325E+11,2967.9,0.10068E+11,3434.3,0.57412E+10,3728.0,29.1
1987-08,47.9,0.23586E+12,2023.2,0.27085E+11,2956.6,0.10386E+11,3537.3,0.59295E+10,3799.8,29.8
1987-09,42.2,0.26758E+12,2234.3,0.31160E+11,2843.8,0.12093E+11,3649.1,0.69508E+10,3920.1,34.8
1987-10,63.4,0.30697E+12,2420.6,0.36417E+11,2855.3,0.14323E+11,3717.5,0.82914E+10,3994.8,41.0
1987-11,48.8,0.30011E+12,2585.0,0.36039E+11,3237.8,0.14231E+11,3689.5,0.82527E+10,4016.4,39.7
1987-12,29.1,0.27882E+12,2756.0,0.32852E+11,3392.5,0.12875E+11,3639.2,0.74397E+10,3974.5,35.6
1988-01,70.5,0.25156E+12,2820.8,0.28800E+11,3450.1,0.11098E+11,3712.1,0.63571E+10,4045.7,30.4
1988-02,45.4,0.23893E+12,2819.5,0.28010E+11,3384.0,0.10751E+11,3788.5,0.61332E+10,4121.1,28.2
1988-03,91.2,0.28842E+12,2715.7,0.32848E+11,3199.1,0.12504E+11,3830.1,0.71099E+10,4173.9,33.3
1988-04,108.8,0.37295E+12,2336.2,0.40383E+11,3191.7,0.15161E+11,3822.8,0.85759E+10,4105.5,41.5
1988-05,74.2,0.40033E+12,1991.2,0.41714E+11,3129.9,0.15381E+11,3685.9,0.86251E+10,3823.9,42.3
1988-06,124.3,0.36646E+12,1846.9,0.37774E+11,3256.8,0.13677E+11,3733.4,0.75874E+10,3690.3,36.5
1988-07,131.4,0.32430E+12,1928.9,0.33698E+11,3379.0,0.12118E+11,3851.8,0.66890E+10,3804.8,31.5
1988-08,139.4,0.34300E+12,2056.4,0.36816E+11,3387.6,0.13301E+11,3890.2,0.73450E+10,3937.1,33.4
1988-09,142.7,0.39767E+12,2312.5,0.44493E+11,3417.2,0.16327E+11,4014.9,0.90779E+10,4261.5,39.7
1988-10,156.5,0.43497E+12,2473.5,0.50704E+11,3453.7,0.18947E+11,4050.9,0.10625E+11,4443.6,44.9
1988-11,156.8,0.42690E+12,2587.4,0.51233E+11,3548.2,0.19279E+11,3988.9,0.10835E+11,4432.5,44.6
1988-12,231.2,0.43902E+12,2744.5,0.51898E+11,3625.8,0.19371E+11,4008.7,0.10842E+11,5391.3,46.0
1989-01,210.1,0.35957E+12,2932.5,0.42278E+11,3667.7,0.15533E+11,4089.0,0.86068E+10,5311.2,35.3
1989-02,208.7,0.39723E+12,2986.9,0.45113E+11,3633.6,0.16313E+11,4187.3,0.89714E+10,5347.6,35.9
1989-03,170.4,0.44011E+12,2854.6,0.45926E+11,3536.0,0.16333E+11,4206.9,0.89491E+10,5410.1,37.8
1989-04,166.3,0.55383E+12,2489.2,0.53196E+11,3425.3,0.18550E+11,4119.8,0.10105E+11,4438.6,45.1
1989-05,195.4,0.63908E+12,2152.6,0.59260E+11,3411.5,0.20279E+11,3981.9,0.10949E+11,4126.8,49.8
1989-06,284.5,0.53244E+12,2090.6,0.50581E+11,3436.6,0.17133E+11,3936.9,0.91750E+10,4083.4,41.1
1989-07,180.5,0.45329E+12,2125.9,0.44790E+11,3458.5,0.15297E+11,3939.4,0.82071E+10,4132.5,36.2
1989-08,232.0,0.42728E+12,2235.4,0.44884E+11,3441.5,0.15634E+11,4011.6,0.84480E+10,4235.9,35.9
1989-09,225.1,0.46718E+12,2506.7,0.52148E+11,3391.7,0.18648E+11,4219.1,0.10196E+11,5604.7,41.6
1989-10,212.2,0.50215E+12,2605.4,0.58908E+11,3390.6,0.21581E+11,4242.2,0.11938E+11,5586.7,47.2
1989-11,238.2,0.49680E+12,2761.3,0.60291E+11,3538.3,0.22327E+11,4159.8,0.12403E+11,5528.3,48.2
1989-12,211.4,0.46228E+12,2920.4,0.55108E+11,3652.0,0.20337E+11,4124.6,0.11289E+11,5509.5,46.4
1990-01,227.4,0.40437E+12,2977.6,0.47923E+11,3676.3,0.17500E+11,4116.7,0.96508E+10,5378.0,38.6
1990-02,171.8,0.40149E+12,2970.6,0.45580E+11,3632.4,0.16389E+11,4173.0,0.89804E+10,5336.2,35.4
1990-03,191.7,0.47329E+12,2873.4,0.49161E+11,3530.5,0.17412E+11,4229.3,0.95191E+10,5476.9,39.9
1990-04,189.7,0.57536E+12,2441.5,0.55290E+11,3434.7,0.19308E+11,4051.5,0.10527E+11,4359.9,47.1
1990-05,175.2,0.61821E+12,2043.4,0.57796E+11,3360.1,0.19927E+11,3876.2,0.10801E+11,3946.4,49.6
1990-06,153.3,0.50270E+12,1904.3,0.48275E+11,3352.3,0.16553E+11,3832.5,0.89232E+10,3777.8,40.5
1990-07,191.1,0.42296E+12,2159.6,0.42233E+11,3471.4,0.14630E+11,3954.8,0.79122E+10,4181.9,35.5
1990-08,252.1,0.39844E+12,2190.4,0.42060E+11,3433.3,0.14843E+11,3987.7,0.80853E+10,4154.7,35.2
1990-09,169.1,0.44452E+12,2341.2,0.49562E+11,3418.0,0.17907E+11,4054.2,0.98581E+10,4308.3,41.4
1990-10,199.4,0.47327E+12,2487.1,0.55274E+11,3449.9,0.20429E+11,4080.5,0.11371E+11,4470.5,46.3
1990-11,178.8,0.49675E+12,2590.6,0.59852E+11,3549.9,0.22353E+11,4000.1,0.12497E+11,4443.8,50.1
1990-12,197.1,0.41281E+12,2790.6,0.48928E+11,3638.5,0.18179E+11,4046.0,0.10142E+11,5395.3,42.6
1991-01,195.3,0.36712E+12,2939.9,0.43311E+11,3668.4,0.15863E+11,4090.9,0.87693E+10,5313.6,35.5
1991-02,240.3,0.36958E+12,3123.9,0.41945E+11,3652.0,0.15126E+11,4335.8,0.83044E+10,5443.7,33.1
1991-03,197.0,0.45364E+12,2997.3,0.47308E+11,3510.1,0.16831E+11,4379.2,0.92247E+10,5497.8,39.0
1991-04,197.6,0.56401E+12,2586.1,0.54471E+11,3397.8,0.19094E+11,4228.4,0.10430E+11,5600.2,46.9
1991-05,166.9,0.59041E+12,2140.9,0.55341E+11,3410.6,0.19120E+11,3972.4,0.10375E+11,4105.1,47.8
1991-06,224.7,0.43996E+12,2155.4,0.42234E+11,3457.6,0.14479E+11,3961.0,0.78051E+10,4182.8,35.6
1991-07,240.2,0.42135E+12,2235.1,0.41937E+11,3506.1,0.14481E+11,4002.0,0.78181E+10,4293.9,35.0
1991-08,240.8,0.40979E+12,2309.3,0.43148E+11,3460.7,0.15160E+11,4058.7,0.82360E+10,4340.3,35.6
1991-09,168.9,0.42971E+12,2364.4,0.47884E+11,3413.4,0.17252E+11,4078.7,0.94811E+10,4342.7,39.6
1991-10,197.1,0.48559E+12,2585.3,0.56691E+11,3399.0,0.20941E+11,4218.2,0.11653E+11,5582.4,47.4
1991-11,159.5,0.53346E+12,2744.6,0.64186E+11,3540.3,0.24004E+11,4142.5,0.13433E+11,4590.8,54.1
1991-12,212.6,0.40568E+12,2820.1,0.47911E+11,3640.2,0.17884E+11,4058.5,0.10011E+11,5395.6,42.6
1992-01,198.3,0.34405E+12,3037.1,0.40074E+11,3693.9,0.14828E+11,4171.9,0.82618E+10,5378.2,34.8
1992-02,230.7,0.33425E+12,3123.6,0.38061E+11,3652.0,0.14007E+11,4335.5,0.77917E+10,5418.2,32.6
1992-03,151.0,0.39532E+12,2880.7,0.42614E+11,3524.5,0.15630E+11,4244.8,0.87133E+10,5485.3,38.7
1992-04,142.2,0.45632E+12,2445.8,0.46780E+11,3434.3,0.17061E+11,4070.4,0.95124E+10,4374.8,44.8
1992-05,94.3,0.46152E+12,1996.5,0.46251E+11,3268.7,0.16710E+11,3785.1,0.92771E+10,3855.6,44.7
1992-06,98.5,0.39352E+12,1852.5,0.39949E+11,3130.8,0.14337E+11,3609.8,0.79187E+10,3683.4,37.8
1992-07,114.2,0.31146E+12,1842.9,0.32531E+11,3215.8,0.11758E+11,3682.2,0.65089E+10,3664.3,30.9
1992-08,91.9,0.31431E+12,1988.1,0.34211E+11,3160.3,0.12580E+11,3681.6,0.70191E+10,3793.0,32.9
1992-09,94.0,0.34135E+12,2226.2,0.38605E+11,3056.4,0.14529E+11,3740.7,0.82051E+10,3986.5,38.3
1992-10,133.4,0.37112E+12,2409.3,0.43373E+11,3217.9,0.16679E+11,3839.1,0.95282E+10,4182.3,44.1
1992-11,129.6,0.34871E+12,2560.7,0.41590E+11,3492.3,0.16142E+11,3902.8,0.92630E+10,4318.6,42.3
1992-12,122.0,0.32605E+12,2704.0,0.38220E+11,3557.6,0.14771E+11,3884.9,0.84635E+10,4312.7,39.3
1993-01,81.4,0.27608E+12,2793.2,0.31586E+11,3551.2,0.12056E+11,3869.0,0.68644E+10,4258.0,32.0
1993-02,127.8,0.30366E+12,2807.2,0.35352E+11,3507.0,0.13488E+11,3908.1,0.76677E+10,4286.7,34.7
1993-03,102.4,0.30606E+12,2719.6,0.34818E+11,3417.9,0.13263E+11,3940.4,0.75447E+10,4336.2,35.4
1993-04,94.4,0.36098E+12,2352.1,0.39697E+11,3216.0,0.15056E+11,3837.9,0.85618E+10,4125.1,42.0
1993-05,78.8,0.36988E+12,2007.7,0.39862E+11,3084.8,0.14997E+11,3661.9,0.84970E+10,3822.5,42.6
1993-06,69.6,0.31216E+12,1846.5,0.33755E+11,3187.5,0.12611E+11,3666.0,0.71119E+10,3678.3,35.4
1993-07,80.4,0.27470E+12,1862.8,0.30101E+11,3102.7,0.11258E+11,3568.9,0.63473E+10,3687.0,31.4
